SampleID	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Helogale-parvula_Song51_24713_host_filtered_r1r2combined	13114.song.51.s009	13114	Helogale-parvula_Song51_24713_host_filtered_r1r2combined.fastq.gz	19822812	18792480	7.273984097	7	dwarf_mongoose.1	Chordata	Mammalia	Herpestidae	Helogale	Metazoa	Carnivora	Helogale_parvula	Helogale_parvula	Helogale_parvula	Dwarf_mongoose	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Felis-margarita_Song51_24733_host_filtered_r1r2combined	13114.song.51.s010	13114	Felis-margarita_Song51_24733_host_filtered_r1r2combined.fastq.gz	19930946	18749122	7.272980935	7	sand_cat.1	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis_margarita	Felis_margarita	Felis_margarita	Sand_cat	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Tolypeutes-matacus_Song51_24740_host_filtered_r1r2combined	13114.song.51.s011	13114	Tolypeutes-matacus_Song51_24740_host_filtered_r1r2combined.fastq.gz	26811288	26783072	7.427860389	7	southern_three-banded_armadillo.1	Chordata	Mammalia	Chlamyphoridae	Tolypeutes	Metazoa	Cingulata	Tolypeutes_matacus	Tolypeutes_matacus	Tolypeutes_matacus	Southern_three-banded_armadillo	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Mungos-mungo_Song51_24742_host_filtered_r1r2combined	13114.song.51.s012	13114	Mungos-mungo_Song51_24742_host_filtered_r1r2combined.fastq.gz	23173316	22718274	7.356375333	7	banded_mongoose.1	Chordata	Mammalia	Herpestidae	Mungos	Metazoa	Carnivora	Mungos_mungo	Mungos_mungo	Mungos_mungo	Banded_mongoose	flightless	terrestrial,flightless	carnivore	USA	NA	NA	herbivore	herbivore	captive
Callosciurus-prevosti_Song51_24754_host_filtered_r1r2combined	13114.song.51.s013	13114	Callosciurus-prevosti_Song51_24754_host_filtered_r1r2combined.fastq.gz	15756000	15731890	7.196780901	7	prevost's_squirrel.1	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus_prevostii	Sciurus_vulgaris	Callosciurus_prevostii	Prevost's_squirrel	flightless	terrestrial,flightless	omnivore	USA	NA	NA	frugivore	herbivore	captive
Echinops-telfairi_Song51_24758_host_filtered_r1r2combined	13114.song.51.s014	13114	Echinops-telfairi_Song51_24758_host_filtered_r1r2combined.fastq.gz	19835732	19831638	7.297358586	7	lesser_hedgehog_tenrec.1	Chordata	Mammalia	Tenrecomorpha	Echinops	Metazoa	Afrosoricida	Echinops_telfairi	Echinops_telfairi	Echinops_telfairi	Lesser_hedgehog_tenrec	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Mandrillus-leucophaeus_Song51_24991_host_filtered_r1r2combined	13114.song.51.s015	13114	Mandrillus-leucophaeus_Song51_24991_host_filtered_r1r2combined.fastq.gz	19378010	19365342	7.287025171	7	drill.1	Chordata	Mammalia	Cercopithecidae	Mandrillus	Metazoa	Primates	Mandrillus_leucophaeus	Mandrillus_leucophaeus	Mandrillus_leucophaeus	Drill	flightless	terrestrial,flightless	omnivore	USA	NA	NA	frugivore	herbivore	captive
Gorilla-gorilla_Song51_25120_host_filtered_r1r2combined	13114.song.51.s016	13114	Gorilla-gorilla_Song51_25120_host_filtered_r1r2combined.fastq.gz	24833602	24828210	7.39494541	7	western_gorilla.1	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla_gorilla	Gorilla_gorilla_gorilla	Gorilla_gorilla	Western_gorilla	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Equus-burchellii_Song51_25122_host_filtered_r1r2combined	13114.song.51.s017	13114	Equus-burchellii_Song51_25122_host_filtered_r1r2combined.fastq.gz	4643600	4643292	6.666825996	7	zebra.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_burchellii	Equus_ferus_przewalskii	Equus_burchellii	Zebra	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Loxodonta-africana_Song51_25124_host_filtered_r1r2combined	13114.song.51.s018	13114	Loxodonta-africana_Song51_25124_host_filtered_r1r2combined.fastq.gz	26543420	26541392	7.423923696	7	southern_african_bush_elephant.1	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana_africana	Loxodonta_africana_africana	Loxodonta_africana	Southern_African_bush_elephant	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined	13114.song.51.s019	13114	Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined.fastq.gz	27090222	26896254	7.429691797	7	hoffmann's_two-toed_sloth.1	Chordata	Mammalia	Choloepodidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-toed_sloth	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Myrmecophaga-tridactyla_Song51_25184_host_filtered_r1r2combined	13114.song.51.s020	13114	Myrmecophaga-tridactyla_Song51_25184_host_filtered_r1r2combined.fastq.gz	14373074	14361288	7.157193392	7	giant_anteater.1	Chordata	Mammalia	Myrmecophagidae	Myrmecophaga	Metazoa	Pilosa	Myrmecophaga_tridactyla	Myrmecophaga_tridactyla	Myrmecophaga_tridactyla	Giant_anteater	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Varanus-albigularis_Song52_24048_host_filtered_r1r2combined	13114.song.52.s001	13114	Varanus-albigularis_Song52_24048_host_filtered_r1r2combined.fastq.gz	23832370	23831112	7.377144308	7	black-throated_monitor.1	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus_albigularis	Varanus_komodoensis	Varanus_albigularis	Black-throated_monitor	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined	13114.song.52.s002	13114	Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined.fastq.gz	22742996	22735918	7.356712494	7	aldabra_giant_tortoise.1	Chordata	Reptilia	Testudinidae	Aldabrachelys	Metazoa	Testudines	Aldabrachelys_gigantea	Chelonoidis_abingdonii	Aldabrachelys_gigantea	Aldabra_giant_tortoise	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Ophisaurus-apodus_Song52_24080_host_filtered_r1r2combined	13114.song.52.s003	13114	Ophisaurus-apodus_Song52_24080_host_filtered_r1r2combined.fastq.gz	25754908	25754842	7.41085889	7	glass_lizard.1	Chordata	Reptilia	Anguidae	Ophisaurus	Metazoa	Squamata	Ophisaurus_apodus	Varanus_komodoensis	Pseudopus_apodus	Glass_lizard	flightless	terrestrial,flightless	omnivore	USA	NA	NA	carnivore	carnivore	captive
Geochelone-radiata_Song52_24663_host_filtered_r1r2combined	13114.song.52.s004	13114	Geochelone-radiata_Song52_24663_host_filtered_r1r2combined.fastq.gz	7057180	7055388	6.848520902	7	radiated_tortoise.1	Chordata	Reptilia	Testudinidae	Geochelone	Metazoa	Testudines	Geochelone_radiata	Chelonoidis_abingdonii	Astrochelys_radiata	Radiated_tortoise	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Varanus-acanthurus_Song52_25032_host_filtered_r1r2combined	13114.song.52.s005	13114	Varanus-acanthurus_Song52_25032_host_filtered_r1r2combined.fastq.gz	21399102	21399078	7.330395062	7	spiny-tailed_monitor.1	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus_acanthurus_acanthurus	Varanus_komodoensis	Varanus_acanthurus	Spiny-tailed_monitor	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Pyxis-arachnoides_Song52_25039_host_filtered_r1r2combined	13114.song.52.s006	13114	Pyxis-arachnoides_Song52_25039_host_filtered_r1r2combined.fastq.gz	19809230	19726834	7.29505739	7	spider_tortoise.1	Chordata	Reptilia	Testudinidae	Pyxis	Metazoa	Testudines	Pyxis_arachnoides	Chelonoidis_abingdonii	Pyxis_arachnoides	Spider_tortoise	flightless	terrestrial,flightless	herbivore	USA	NA	NA	omnivore	omnivore	captive
Eunectes-murinus_Song52_25041_host_filtered_r1r2combined	13114.song.52.s007	13114	Eunectes-murinus_Song52_25041_host_filtered_r1r2combined.fastq.gz	25614442	24956634	7.39718601	7	green_anaconda.1	Chordata	Reptilia	Boidae	Eunectes	Metazoa	Squamata	Eunectes_murinus	Python_bivittatus	Eunectes_murinus	Green_anaconda	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined	13114.song.52.s008	13114	Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined.fastq.gz	8339798	8338922	6.921109912	7	american_alligator.1	Chordata	Reptilia	Alligatoridae	Alligator	Metazoa	Crocodilia	Alligator_mississippiensis	Alligator_mississippiensis	Alligator_mississippiensis	American_alligator	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Rhacodactylus-leachianus_Song52_25064_host_filtered_r1r2combined	13114.song.52.s009	13114	Rhacodactylus-leachianus_Song52_25064_host_filtered_r1r2combined.fastq.gz	26438474	26438122	7.422230602	7	new_caledonian_giant_gecko.1	Chordata	Reptilia	Diplodactylidae	Rhacodactylus	Metazoa	Squamata	Rhacodactylus_leachianus	Gekko_japonicus	Rhacodactylus_leachianus	New_Caledonian_giant_gecko	flightless	terrestrial,flightless	omnivore	USA	NA	NA	omnivore	omnivore	captive
Uroplatus-lineatus_Song52_25073_host_filtered_r1r2combined	13114.song.52.s010	13114	Uroplatus-lineatus_Song52_25073_host_filtered_r1r2combined.fastq.gz	23714494	22636556	7.354810353	7	lined_flat-tail_gecko.1	Chordata	Reptilia	Gekkonidae	Uroplatus	Metazoa	Squamata	Uroplatus_lineatus	Gekko_japonicus	Uroplatus_lineatus	Lined_flat-tail_gecko	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Crocodylus-rhombifer_Song52_25079_host_filtered_r1r2combined	13114.song.52.s011	13114	Crocodylus-rhombifer_Song52_25079_host_filtered_r1r2combined.fastq.gz	23025218	23022388	7.362150369	7	cuban_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodilia	Crocodylus_rhombifer	Crocodylus_porosus	Crocodylus_rhombifer	Cuban_crocodile	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Lepidobatrachus-asper_Song52_25144_host_filtered_r1r2combined	13114.song.52.s012	13114	Lepidobatrachus-asper_Song52_25144_host_filtered_r1r2combined.fastq.gz	22644762	22644308	7.354959053	7	paraguay_horned_frog.1	Chordata	Amphibia	Ceratophyridae	Lepidobatrachus	Metazoa	Anura	Lepidobatrachus_asper	Rhinella_marina	Lepidobatrachus_laevis	Paraguay_horned_frog	flightless	terrestrial,flightless	omnivore	USA	NA	NA	insectivore	carnivore	captive
Ceratobatrachus-guentheri_Song52_25150_host_filtered_r1r2combined	13114.song.52.s013	13114	Ceratobatrachus-guentheri_Song52_25150_host_filtered_r1r2combined.fastq.gz	7137272	7137112	6.853522512	7	solomon_ssland_leaf_frog.1	Chordata	Amphibia	Ceratobatrachidae	Ceratobatrachus	Metazoa	Anura	Cornufer_guentheri	_Pyxicephalus_adspersus	Cornufer_guentheri	Solomon_Ssland_leaf_frog	flightless	terrestrial,flightless	omnivore	USA	NA	NA	carnivore	carnivore	captive
Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined	13114.song.52.s014	13114	Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined.fastq.gz	23238836	23236318	7.366167311	7	climbing_toad.1	Chordata	Amphibia	Bufonidae	Pedostibes	Metazoa	Anura	Pedostibes_hosii	Rhinella_marina	Pedostibes_hosii	Climbing_toad	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Trachycephalus-resinifictrix_Song52_25162_host_filtered_r1r2combined	13114.song.52.s015	13114	Trachycephalus-resinifictrix_Song52_25162_host_filtered_r1r2combined.fastq.gz	9182124	9180130	6.962848831	7	misson_golden-eyed_tree_frog.1	Chordata	Amphibia	Hylidae	Trachycephalus	Metazoa	Anura	Trachycephalus_resinifictrix	Rhinella_marina	Trachycephalus_resinifictrix	Misson_golden-eyed_tree_frog	flightless	terrestrial,flightless	insectivore	USA	NA	NA	insectivore	carnivore	captive
Struthio-camelus_Song53_24049_host_filtered_r1r2combined	13114.song.53.s001	13114	Struthio-camelus_Song53_24049_host_filtered_r1r2combined.fastq.gz	23646278	23608550	7.373069314	7	ostrich.1	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	Ostrich	flightless	terrestrial,flightless	omnivore	USA	NA	NA	herbivore	herbivore	captive
Rhyticeros-undulatus_Song53_24055_host_filtered_r1r2combined	13114.song.53.s002	13114	Rhyticeros-undulatus_Song53_24055_host_filtered_r1r2combined.fastq.gz	19176318	19175798	7.282753446	7	wreathed_hornbill.1	Chordata	Aves	Bucerotidae	Rhyticeros	Metazoa	Bucerotiformes	Rhyticeros_undulatus	Buceros_rhinoceros_silvestris	Rhyticeros_undulatus	Wreathed_hornbill	flighted	terrestrial,flight	omnivore	USA	NA	NA	omnivore_frugivore	omnivore	captive
Chrysolophus-pictus_Song53_24060_host_filtered_r1r2combined	13114.song.53.s003	13114	Chrysolophus-pictus_Song53_24060_host_filtered_r1r2combined.fastq.gz	15226078	15089988	7.178688894	7	golden_pheasant.1	Chordata	Aves	Phasianidae	Chrysolophus	Metazoa	Galliformes	Chrysolophus_pictus	Chrysolophus_pictus	Chrysolophus_pictus	Golden_pheasant	flighted	terrestrial,flight	omnivore	USA	NA	NA	omnivore	omnivore	captive
Struthio-camelus_Song53_24061_host_filtered_r1r2combined	13114.song.53.s004	13114	Struthio-camelus_Song53_24061_host_filtered_r1r2combined.fastq.gz	19930196	19920306	7.299296005	7	ostrich.2	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	Ostrich	flightless	terrestrial,flightless	omnivore	USA	NA	NA	herbivore	herbivore	captive
Ardeotis-kori_Song53_24073_host_filtered_r1r2combined	13114.song.53.s005	13114	Ardeotis-kori_Song53_24073_host_filtered_r1r2combined.fastq.gz	26771716	26749058	7.427308492	7	kori_bustard.1	Chordata	Aves	Otididae	Ardeotis	Metazoa	Otidiformes	Ardeotis_kori	Ardeotis_kori	Ardeotis_kori	Kori_bustard	flighted	terrestrial,flight	omnivore	USA	NA	NA	omnivore	omnivore	captive
Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined	13114.song.53.s006	13114	Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined.fastq.gz	21862620	21853728	7.339525533	7	cassowary.1	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius_casuarius	Casuarius_casuarius	Casuarius_casuarius	Cassowary	flightless	terrestrial,flightless	frugivore	USA	NA	NA	frugivore	herbivore	captive
Dromaius-novaehollandiae_Song53_24100_host_filtered_r1r2combined	13114.song.53.s007	13114	Dromaius-novaehollandiae_Song53_24100_host_filtered_r1r2combined.fastq.gz	6281348	6274536	6.797581615	7	emu.1	Chordata	Aves	Casuariidae	Dromaius	Metazoa	Casuariiformes	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Emu	flightless	terrestrial,flightless	omnivore	USA	NA	NA	carnivore	carnivore	captive
Rhea-americana_Song53_24102_host_filtered_r1r2combined	13114.song.53.s008	13114	Rhea-americana_Song53_24102_host_filtered_r1r2combined.fastq.gz	29867414	29834136	7.474713465	7	rhea.1	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	Rhea	flightless	terrestrial,flightless	omnivore	USA	NA	NA	omnivore	omnivore	captive
Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined	13114.song.53.s009	13114	Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined.fastq.gz	16202210	7060682	6.848846652	7	white-faced_whistling_duck.1	Chordata	Aves	Anatidae	Dendrocygna	Metazoa	Anseriformes	Dendrocygna_viduata	Branta_canadensis	Dendrocygna_viduata	White-faced_whistling_duck	flighted	terrestrial,flight	omnivore	USA	NA	NA	herbivore	herbivore	captive
Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined	13114.song.53.s010	13114	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined.fastq.gz	18341590	18114500	7.258026351	7	king_vulture.1	Chordata	Aves	Cathartidae	Sarcorhamphus	Metazoa	Accipitriformes	Sarcoramphus_papa	Cathartes_aura	Sarcoramphus_papa	King_vulture	flighted	terrestrial,flight	carnivore	USA	NA	NA	scavenger	carnivore	captive
Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined	13114.song.53.s011	13114	Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined.fastq.gz	25691860	25688520	7.409739084	7	lappet_faced_vulture.1	Chordata	Aves	Accipitridae	Torgos	Metazoa	Accipitriformes	Torgos_tracheliotus	Haliaeetus_leucocephalus	Torgos_tracheliotos	Lappet_faced_vulture	flighted	terrestrial,flight	carnivore	USA	NA	NA	carnivore	carnivore	captive
Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined	13114.song.53.s012	13114	Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined.fastq.gz	13157850	13096968	7.117170766	7	vulturine_guineafowl.1	Chordata	Aves	Numididae	Acryllium	Metazoa	Galliformes	Acryllium_vulturinum	Numida_meleagris	Acryllium_vulturinum	Vulturine_guineafowl	flighted	terrestrial,flight	omnivore	USA	NA	NA	omnivore	omnivore	captive
Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined	13114.song.53.s013	13114	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined.fastq.gz	10088030	10050758	7.002198816	7	brown_kiwi.1	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_mantelli	Apteryx_mantelli	Apteryx_australis	Brown_kiwi	flightless	terrestrial,flightless	omnivore	USA	NA	NA	insectivore	carnivore	captive
Grus-americana_Song53_25014_host_filtered_r1r2combined	13114.song.53.s014	13114	Grus-americana_Song53_25014_host_filtered_r1r2combined.fastq.gz	32197904	25151286	7.400560196	7	whooping_crane.1	Chordata	Aves	Gruidae	Grus	Metazoa	Gruiformes	Grus_americana	Grus_americana	Grus_americana	Whooping_crane	flighted	terrestrial,flight	omnivore	USA	NA	NA	carnivore_omnivore	omnivore	captive
Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined	13114.song.53.s015	13114	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined.fastq.gz	64879340	62752652	7.797632084	8	cassowary.2	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius_casuarius	Casuarius_casuarius	Casuarius_casuarius	Cassowary	flightless	terrestrial,flightless	frugivore	USA	NA	NA	frugivore	herbivore	captive
Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined	13114.song.75.s001	13114	Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined.fastq.gz	74912	74786	4.873820305	5	giant_otter.1	Chordata	Mammalia	Mustelidae	Pteronura	Metazoa	Carnivora	Pteronura_brasiliensis	Pteronura_brasiliensis	Pteronura_brasiliensis	Giant_otter	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined	13114.song.75.s002	13114	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined.fastq.gz	380550	380464	5.58031357	6	asian_small-clawed_otter.1	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx_cinerea	Lontra_canadensis	Aonyx_cinerea	Asian_small-clawed_otter	flightless	terrestrial,flightless	carnivore	USA	NA	NA	carnivore	carnivore	captive
Trichechus-manatus_Song75_ace_host_filtered_r1r2combined	13114.song.75.s003	13114	Trichechus-manatus_Song75_ace_host_filtered_r1r2combined.fastq.gz	28571758	28490842	7.454705284	7	florida_manatee.1	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	Trichechus_manatus	Florida_manatee	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined	13114.song.75.s004	13114	Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined.fastq.gz	27407422	27400100	7.437752148	7	florida_manatee.2	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	Trichechus_manatus	Florida_manatee	flightless	terrestrial,flightless	herbivore	USA	NA	NA	herbivore	herbivore	captive
Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809441	13881	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2092004	2090538	6.320258066	6	aesculapian_snake.1	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis_longissimus	Pantherophis_guttatus	Zamenis_longissimus	Aesculapian_Snake	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild
Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809581	13881	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11154316	11153206	7.047399724	7	african_buffalo.1	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus_caffer	Syncerus_caffer	Syncerus_caffer	African_buffalo	NA	NA	herbivore	Tanzania	NA	feces	herbivore	herbivore	wild
Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809543	13881	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1202802	1202484	6.080079306	6	african_savanna_elephant.1	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana	Loxodonta_africana	Loxodonta_africana	African_savanna_elephant	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809570	13881	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9921296	9913138	6.996211152	7	african_savanna_elephant.2	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana	Loxodonta_africana	Loxodonta_africana	African_savanna_elephant	NA	NA	herbivore	SouthAfrica	NA	feces	herbivore	herbivore	wild
Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809420	13881	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5853498	2831584	6.45202945	6	agile_frog.1	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_dalmatina	Rana_temporaria	Rana_dalmatina	agile_frog	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild
Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809542	13881	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2032114	2024264	6.306267152	6	agile_frog.2	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_dalmatina	Rana_temporaria	Rana_dalmatina	agile_frog	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild
Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809380	13881	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13238592	13232282	7.121634748	7	alpine_ibex.1	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	wild
Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809381	13881	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17206392	17017500	7.230895759	7	alpine_ibex.2	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	wild
Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809436	13881	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8884332	8412152	6.924907111	7	alpine_ibex.3	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809372	13881	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7968140	6480010	6.811575676	7	alpine_salamander.1	Chordata	Mammalia	Soricidae	Sorex	Metazoa	Eulipotyphla	Sorex_alpinus	Sorex_araneus	Sorex_alpinus	alpine_shrew	NA	NA	carnivore	Austria	NA	gut	insectivore	carnivore	wild
Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809519	13881	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	606002	605706	5.782261876	6	alpine_shrew.1	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra_atra	Ambystoma_mexicanum	Salamandra_atra	Alpine_Salamander	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild
Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809609	13881	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6869210	6776790	6.831024028	7	arabian_camel.1	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus_dromedarius	Camelus_dromedarius	Camelus_dromedarius	Arabian_camel	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809554	13881	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1433876	1433188	6.156303163	6	arctic_wolf.1	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_arctos	Canis_lupus	Canis_lupus	Arctic_Wolf	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	captive
