SampleID	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Bos-taurus_Minich76_CM_host_filtered_r1r2combined	13114.minich.76.s002	13114	Bos-taurus_Minich76_CM_host_filtered_r1r2combined.fastq.gz	37088366	37087396	7.569226341	8	cattle.1	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos_taurus	Bos_taurus	Bos_taurus	cattle	flightless	terrestrial,flightless	herbivore	Malawi	NA	NA	herbivore	herbivore	captive
Numida-meleagris_Minich76_GM_host_filtered_r1r2combined	13114.minich.76.s003	13114	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined.fastq.gz	25466352	25465244	7.405947842	7	helmeted_guineafowl.1	Chordata	Aves	Numididae	Numida	Metazoa	Galliformes	Numida_meleagris	Numida_meleagris	Numida_meleagris	helmeted_guineafowl	flightless	terrestrial,flightless	omnivore	Malawi	NA	NA	herbivore	herbivore	captive
Gallus-gallus_Minich76_LM_host_filtered_r1r2combined	13114.minich.76.s004	13114	Gallus-gallus_Minich76_LM_host_filtered_r1r2combined.fastq.gz	7277224	7244872	6.860030717	7	chicken.2	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus_gallus	Gallus_gallus	Gallus_gallus	chicken	flightless	terrestrial,flightless	omnivore	Malawi	NA	NA	insectivore	carnivore	captive
Sus-scrofa_Minich76_PM_host_filtered_r1r2combined	13114.minich.76.s005	13114	Sus-scrofa_Minich76_PM_host_filtered_r1r2combined.fastq.gz	24866398	24865776	7.395602017	7	pig.1	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig	flightless	terrestrial,flightless	omnivore	Malawi	NA	NA	omnivore_insectivore	omnivore	captive
Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined	13114.minich.76.s006	13114	Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined.fastq.gz	20508622	15480404	7.18978229	7	common_nase.2	Chordata	Aves	Phasianidae	Coturnix	Metazoa	Galliformes	Coturnix_coturnix	Coturnix_japonica	Coturnix_coturnix	common_quail	flighted	terrestrial,flight	herbivore/insectivore	Malawi	NA	NA	omnivore	omnivore	captive
Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined	13114.mousseau.88.s001	13114	Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined.fastq.gz	14834806	14228550	7.153160644	7	bank_vole.11	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined	13114.mousseau.88.s002	13114	Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined.fastq.gz	3967592	3290154	6.517216226	7	bank_vole.13	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined	13114.mousseau.88.s003	13114	Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined.fastq.gz	8270530	8002734	6.903238382	7	bank_vole.15	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined	13114.mousseau.88.s004	13114	Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined.fastq.gz	137980	124570	5.095413464	5	bank_vole.19	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined	13114.mousseau.88.s005	13114	Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined.fastq.gz	10749738	10565976	7.02390962	7	bank_vole.25	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined	13114.mousseau.88.s006	13114	Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined.fastq.gz	6724040	6663378	6.823694451	7	bank_vole.29	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined	13114.mousseau.88.s007	13114	Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined.fastq.gz	4276714	3574860	6.553259038	7	bank_vole.33	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined	13114.mousseau.88.s008	13114	Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined.fastq.gz	12141458	11434820	7.058229333	7	bank_vole.34	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined	13114.mousseau.88.s009	13114	Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined.fastq.gz	7765648	3550612	6.550303217	7	bank_vole.38	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined	13114.mousseau.88.s010	13114	Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined.fastq.gz	2776712	2706220	6.432363099	6	bank_vole.49	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined	13114.mousseau.88.s011	13114	Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined.fastq.gz	99752828	99683498	7.998623269	8	bank_vole.51	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined	13114.mousseau.88.s012	13114	Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined.fastq.gz	351536	319236	5.50411186	6	bank_vole.53	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined	13114.mousseau.88.s013	13114	Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined.fastq.gz	266728	176684	5.247197223	5	bank_vole.55	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined	13114.mousseau.88.s014	13114	Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined.fastq.gz	11363162	9431024	6.97455885	7	bank_vole.56	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined	13114.mousseau.88.s015	13114	Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined.fastq.gz	178766	149446	5.174484295	5	bank_vole.57	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined	13114.mousseau.88.s016	13114	Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined.fastq.gz	117143816	115749298	8.063518366	8	bank_vole.58	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined	13114.mousseau.88.s017	13114	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined.fastq.gz	3590936	1192258	6.076370245	6	bank_vole.59	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined	13114.mousseau.88.s018	13114	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined.fastq.gz	17370	15614	4.193514175	4	bank_vole.60	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined	13114.mousseau.88.s019	13114	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined.fastq.gz	188899256	150887970	8.178654616	8	bank_vole.61	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined	13114.mousseau.88.s020	13114	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined.fastq.gz	390336	382128	5.582208861	6	bank_vole.62	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined	13114.mousseau.88.s021	13114	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined.fastq.gz	8082786	8037102	6.90509948	7	bank_vole.1	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined	13114.mousseau.88.s022	13114	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined.fastq.gz	127942	113568	5.055255978	5	bank_vole.2	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined	13114.mousseau.88.s023	13114	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined.fastq.gz	23371772	23002302	7.361771301	7	bank_vole.3	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined	13114.mousseau.88.s024	13114	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined.fastq.gz	2705914	2510342	6.399732892	6	bank_vole.4	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined	13114.mousseau.88.s025	13114	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined.fastq.gz	4059726	4004076	6.602502312	7	bank_vole.5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined	13114.mousseau.88.s026	13114	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined.fastq.gz	3538588	3379292	6.52882572	7	bank_vole.6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined	13114.mousseau.88.s027	13114	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined.fastq.gz	2877750	2788764	6.445411764	6	bank_vole.7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined	13114.mousseau.88.s028	13114	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined.fastq.gz	1751728	1718236	6.235082814	6	bank_vole.8	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined	13114.mousseau.88.s029	13114	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined.fastq.gz	53062070	48058340	7.681768766	8	bank_vole.9	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined	13114.mousseau.88.s030	13114	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined.fastq.gz	17508806	17317350	7.238481435	7	bank_vole.10	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined	13114.mousseau.88.s031	13114	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined.fastq.gz	2045978	464350	5.66684545	6	bank_vole.12	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined	13114.mousseau.88.s032	13114	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined.fastq.gz	17086918	16573558	7.219415752	7	bank_vole.14	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined	13114.mousseau.88.s033	13114	Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined.fastq.gz	261070	110744	5.044320206	5	bank_vole.16	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined	13114.mousseau.88.s034	13114	Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined.fastq.gz	690192	608040	5.78393215	6	bank_vole.17	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined	13114.mousseau.88.s035	13114	Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined.fastq.gz	8418720	7848606	6.894792528	7	bank_vole.18	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined	13114.mousseau.88.s036	13114	Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined.fastq.gz	3679644	3486428	6.542380701	7	bank_vole.20	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined	13114.mousseau.88.s037	13114	Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined.fastq.gz	10199070	9976472	6.998976988	7	bank_vole.21	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined	13114.mousseau.88.s039	13114	Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined.fastq.gz	6930048	6050478	6.781789686	7	bank_vole.22	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined	13114.mousseau.88.s040	13114	Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined.fastq.gz	4783030	4692560	6.671409834	7	bank_vole.23	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined	13114.mousseau.88.s041	13114	Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined.fastq.gz	8870198	8773314	6.943163673	7	bank_vole.24	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined	13114.mousseau.88.s042	13114	Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined.fastq.gz	3999606	3920230	6.593311548	7	bank_vole.26	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined	13114.mousseau.88.s043	13114	Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined.fastq.gz	284454	242918	5.385459697	5	bank_vole.27	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined	13114.mousseau.88.s044	13114	Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined.fastq.gz	1724820	1703048	6.231226889	6	bank_vole.28	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined	13114.mousseau.88.s045	13114	Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined.fastq.gz	14678008	14248216	7.15376049	7	bank_vole.30	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined	13114.mousseau.88.s046	13114	Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined.fastq.gz	9892934	9436992	6.974833587	7	bank_vole.31	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined	13114.mousseau.88.s047	13114	Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined.fastq.gz	9721132	9716214	6.987497072	7	bank_vole.32	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined	13114.mousseau.88.s048	13114	Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined.fastq.gz	354332	329116	5.517348996	6	bank_vole.35	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine	NA	NA	herbivore	herbivore	wild
