SampleID	sample_name_2	studyID	SampleID2	file_filtered_r1r2_combined	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type
Dendrocopos_major	13881.SAMEA6809484	13881	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1232274	great_spotted_woodpecker.2	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	Great_Spotted_Woodpecker				Austria		feces
Dendrocopos_major	13881.SAMEA6809636	13881	Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined	Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	836534	great_tit.1	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	Great_Spotted_Woodpecker				Austria		feces
Rhinoceros_unicornis	13881.SAMEA6809564	13881	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18808154	greater_indian_rhinoceros.1	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	greater Indian rhinoceros				Nepal		feces
Rhinoceros_unicornis	13881.SAMEA6809609	13881	Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined	Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3824500	greater_indian_rhinoceros.2	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	greater Indian rhinoceros				Austria		feces
Rhea_americana	11166.FD.0461.rhea	11166	Rhea-americana_S_S_Temp_D709-AK1545_filtered_r1r2combined	Rhea-americana_S_S_Temp_D709-AK1545_filtered_r1r2combined.fastq.gz	16199618	greater_rhea.1	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	Greater rhea	flightless					
Eunectes_murinus	13114.song.52.s007	13114	Eunectes-murinus_Song52_25041_host_filtered_r1r2combined	Eunectes-murinus_Song52_25041_host_filtered_r1r2combined.fastq.gz	24956634	green_anaconda.1	Chordata	Reptilia	Boidae	Eunectes	Metazoa	Squamata	Eunectes murinus	Green anaconda	flightless	"terrestrial, flightless"	carnivore			
Ardea_cinerea	13881.SAMEA6809405	13881	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	26032354	grey_heron.1	Chordata	Aves	Ardeidae	Ardea	Metazoa	Pelecaniformes	Ardea cinerea	grey heron				Austria		gut
Manis_temminckii	13881.SAMEA6809566	13881	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1676284	ground_pangolin.1	Chordata	Mammalia	Manidae	Smutsia	Metazoa	Pholidota	Manis temminckii	ground pangolin				South Africa		feces
Papio_hamadryas	11212.JB1	11212	Papio-hamadryas_JB1_TGACCA_L004_001_filtered_r1r2combined	Papio-hamadryas_JB1_TGACCA_L004_001_filtered_r1r2combined.fastq.gz	13275408	hamadryas_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio hamadryas	hamadryas baboon	flightless		Not	Ethiopia	na	stool
Papio_hamadryas	11212.JB13	11212	Papio-anubis_JB13_ACAGTG_L004_001_filtered_r1r2combined	Papio-anubis_JB13_ACAGTG_L004_001_filtered_r1r2combined.fastq.gz	13075504	hamadryas_baboon.2	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio hamadryas	hamadryas baboon	flightless		Not	Ethiopia	na	stool
Papio_hamadryas	11212.JB15	11212	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2combined	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2combined.fastq.gz	11133768	hamadryas_baboon.3	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio hamadryas	hamadryas baboon	flightless		Not	Ethiopia	na	stool
Papio_hamadryas	11212.JB17	11212	Papio-hamadryas_JB17_CAGATC_L004_001_filtered_r1r2combined	Papio-hamadryas_JB17_CAGATC_L004_001_filtered_r1r2combined.fastq.gz	23578178	hamadryas_baboon.4	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio hamadryas	hamadryas baboon	flightless		Not	Ethiopia	na	stool
Papio_hamadryas	11212.JB18	11212	Papio-hamadryas_JB18_ACTTGA_L004_001_filtered_r1r2combined	Papio-hamadryas_JB18_ACTTGA_L004_001_filtered_r1r2combined.fastq.gz	14575206	hamadryas_baboon.5	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio hamadryas	hamadryas baboon	flightless		Not	Ethiopia	na	stool
Phocoena_phocoena	13881.SAMEA6809548	13881	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1407632	harbor_porpoise.1	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	harbor porpoise				United Kingdom		feces
Phocoena_phocoena	13881.SAMEA6809549	13881	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1205332	harbor_porpoise.2	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	harbor porpoise				United Kingdom		feces
Phoca_vitulina	13881.SAMEA6809552	13881	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	979814	harbor_seal.1	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca vitulina	harbor seal				United Kingdom		feces
Parabuteo_unicinctus	11166.ATL.24553.hawk	11166	Parabuteo-unicinctus_S_S_Temp_D711-AK1543_filtered_r1r2combined	Parabuteo-unicinctus_S_S_Temp_D711-AK1543_filtered_r1r2combined.fastq.gz	987520	harris_hawk.1	Chordata	Aves	Accipitridae	Parabuteo	Metazoa	Falconiformes	Parabuteo unicinctus	Harris hawk	flighted					
Trachypithecus_hatinhensis	13881.SAMEA6809475	13881	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3678936	hatinh_langur.1	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus hatinhensis	Hatinh langur				Viet Nam		feces
Numida_meleagris	13114.minich.76.s003	13114	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined.fastq.gz	25465244	helmeted_guineafowl.1	Chordata	Aves	Numididae	Numida	Metazoa	Galliformes	Numida meleagris	helmeted guineafowl	flightless	"terrestrial, flightless"	omnivore			
Hippopotamus_amphibius	13881.SAMEA6809618	13881	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6937876	hippopotamus.1	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	hippopotamus				Tanzania		feces
Hippopotamus_amphibius	13881.SAMEA6809614	13881	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7173236	hippopotamus.2	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	hippopotamus				Tanzania		feces
Choloepus_hoffmanni	13881.SAMEA6809573	13881	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1983064	hoffmann's_two-fingered_sloth.1	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	Hoffmann's two-fingered sloth				Nicaragua		feces
Choloepus_hoffmanni	13881.SAMEA6809574	13881	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	20821418	hoffmann's_two-fingered_sloth.2	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	Hoffmann's two-fingered sloth				Nicaragua		feces
Choloepus_hoffmanni	13114.song.51.s019	13114	Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined	Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined.fastq.gz	26896254	hoffmann's_two-toed_sloth.1	Chordata	Mammalia	Choloepodidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	Hoffmann's two-toed sloth	flightless	"terrestrial, flightless"	herbivore			
Necrosyrtes_monachus	11166.ATL.24487.vulture	11166	Necrosyrtes-monachus_S_S_Temp_D707-AK1682_filtered_r1r2combined	Necrosyrtes-monachus_S_S_Temp_D707-AK1682_filtered_r1r2combined.fastq.gz	14928822	hooded_vulture.1	Chordata	Aves	Accipitridae	Necrosyrtes	Metazoa	Falconiformes	Necrosyrtes monachus	Hooded vulture	flighted					
Necrosyrtes_monachus	11166.ATL.24524.vulture	11166	Necrosyrtes-monachus_S_S_Temp_D707-AK1780_filtered_r1r2combined	Necrosyrtes-monachus_S_S_Temp_D707-AK1780_filtered_r1r2combined.fastq.gz	37326654	hooded_vulture.2	Chordata	Aves	Accipitridae	Necrosyrtes	Metazoa	Falconiformes	Necrosyrtes monachus	Hooded vulture	flighted					
Equus_caballus	13881.SAMEA6809356	13881	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16272944	horse.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	horse				Austria		feces
Equus_caballus	13881.SAMEA6809388	13881	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4781594	horse.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	horse				Austria		feces
Chalcites_basalis	13881.SAMEA6809529	13881	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2010106	horsfields_bronze_cuckoo.1	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	Horsfields_Bronze_Cuckoo				Australia		feces
Chalcites_basalis	13881.SAMEA6809531	13881	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1866936	horsfields_bronze_cuckoo.2	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	Horsfields_Bronze_Cuckoo				Australia		feces
Mus_musculus	13881.SAMEA6809360	13881	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	997896	house_mouse.1	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house mouse				Austria		gut
Mus_musculus	13881.SAMEA6809364	13881	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1445696	house_mouse.2	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house mouse				Austria		gut
Mus_musculus	13881.SAMEA6809611	13881	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3677684	house_mouse.3	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house mouse				Austria		gut
Alouatta_pigra	11212.APF103	11212	Alouatta-pigra_APF103_CTTGTA_L001_001_filtered_r1r2combined	Alouatta-pigra_APF103_CTTGTA_L001_001_filtered_r1r2combined.fastq.gz	17258364	howler_monkey.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF104	11212	Ateles-hybridus_APF104_AGTCAA_L001_001_filtered_r1r2combined	Ateles-hybridus_APF104_AGTCAA_L001_001_filtered_r1r2combined.fastq.gz	19916894	howler_monkey.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF105	11212	Ateles-hybridus_APF105_AGTTCC_L001_001_filtered_r1r2combined	Ateles-hybridus_APF105_AGTTCC_L001_001_filtered_r1r2combined.fastq.gz	13335550	howler_monkey.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF106	11212	Ateles-hybridus_APF106_ATGTCA_L001_001_filtered_r1r2combined	Ateles-hybridus_APF106_ATGTCA_L001_001_filtered_r1r2combined.fastq.gz	16513902	howler_monkey.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF36	11212	Ateles-hybridus_APF36_CCGTCC_L001_001_filtered_r1r2combined	Ateles-hybridus_APF36_CCGTCC_L001_001_filtered_r1r2combined.fastq.gz	11402142	howler_monkey.5	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF37	11212	Ateles-hybridus_APF37_GTCCGC_L001_001_filtered_r1r2combined	Ateles-hybridus_APF37_GTCCGC_L001_001_filtered_r1r2combined.fastq.gz	16189010	howler_monkey.6	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF38	11212	Alouatta-palliata_APF38_GTGAAA_L001_001_filtered_r1r2combined	Alouatta-palliata_APF38_GTGAAA_L001_001_filtered_r1r2combined.fastq.gz	18136664	howler_monkey.7	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_pigra	11212.APF39	11212	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2combined	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2combined.fastq.gz	16618900	howler_monkey.8	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta pigra	howler monkey	flightless		Folivore	Mexico	Rainforest	stool
Alouatta_seniculus	11212.Asen1111	11212	Alouatta-seniculus_Asen1111_GAGTGG_L001_001_filtered_r1r2combined	Alouatta-seniculus_Asen1111_GAGTGG_L001_001_filtered_r1r2combined.fastq.gz	11701728	howler_monkey.9	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Colombia	Rainforest	stool
Alouatta_seniculus	11212.Asen685	11212	Alouatta-seniculus_Asen685_GTTTCG_L001_001_filtered_r1r2combined	Alouatta-seniculus_Asen685_GTTTCG_L001_001_filtered_r1r2combined.fastq.gz	12521982	howler_monkey.10	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Colombia	Rainforest	stool
Alouatta_seniculus	11212.AsenLink1	11212	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2combined	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2combined.fastq.gz	19522240	howler_monkey.11	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Ecuador	Rainforest	stool
Alouatta_seniculus	11212.AsenLink2	11212	Alouatta-seniculus_AsenLink2_ATTCCT_L001_001_filtered_r1r2combined	Alouatta-seniculus_AsenLink2_ATTCCT_L001_001_filtered_r1r2combined.fastq.gz	16928810	howler_monkey.12	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Ecuador	Rainforest	stool
Alouatta_seniculus	11212.AsenLink3	11212	Alouatta-seniculus_AsenLink3_ATCACG_L002_001_filtered_r1r2combined	Alouatta-seniculus_AsenLink3_ATCACG_L002_001_filtered_r1r2combined.fastq.gz	11086682	howler_monkey.13	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Ecuador	Rainforest	stool
Alouatta_seniculus	11212.AsenLink4	11212	Alouatta-seniculus_AsenLink4_CGTACG_L001_001_filtered_r1r2combined	Alouatta-seniculus_AsenLink4_CGTACG_L001_001_filtered_r1r2combined.fastq.gz	13859366	howler_monkey.14	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta seniculus	howler monkey	flightless		Folivore	Ecuador	Rainforest	stool
Homo_sapiens	13881.SAMEA6809440	13881	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3921616	human.1	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human				Austria		feces
Homo_sapiens	13881.SAMEA6809441	13881	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6132530	human.2	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human				Austria		feces
Homo_sapiens	13881.SAMEA6809442	13881	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	55172154	human.3	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human				Austria		feces
Homo_sapiens	13881.SAMEA6809447	13881	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2601668	human.4	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human				Austria		feces
Megaptera_novaeangliae	13114.girguis.50.s005	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined.fastq.gz	25955238	humpback_whale.1	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Humpback Whale	flightless	marine	carnivore			
Megaptera_novaeangliae	13114.girguis.50.s006	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined.fastq.gz	2017368	humpback_whale.2	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Humpback Whale	flightless	marine	carnivore			
Megaptera_novaeangliae	13114.girguis.50.s007	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined.fastq.gz	4223578	humpback_whale.3	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Humpback Whale	flightless	marine	carnivore			
Megaptera_novaeangliae	13114.girguis.50.s008	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined.fastq.gz	22276404	humpback_whale.4	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Humpback Whale	flightless	marine	carnivore			
Leuciscus_idus	13881.SAMEA6809547	13881	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	738510	ide.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus idus	Ide				Austria		feces
Aepyceros_melampus	13881.SAMEA6809629	13881	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16987602	impala.1	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	impala				South Africa		feces
Aepyceros_melampus	13881.SAMEA6809634	13881	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16510978	impala.2	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	impala				South Africa		feces
Podarcis_siculus	13881.SAMEA6809480	13881	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409298	italian_wall_lizard.1	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis siculus	Italian wall lizard				Croatia		feces
Aptenodytes_patagonicus	11166.ZU.18201.kingpenguin	11166	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2combined	Aptenodytes-patagonicus_S_S_Temp_D711-AK1545_filtered_r1r2combined.fastq.gz	327038	king_penguin.1	Chordata	Aves	Spheniscidae	Aptenodytes	Metazoa	Sphenisciformes	Aptenodytes patagonicus	King penguin	flightless					
Aptenodytes_patagonicus	11166.ZU.18220.kingpenguin	11166	Aptenodytes-patagonicus_S_S_Temp_D710-AK1680_filtered_r1r2combined	Aptenodytes-patagonicus_S_S_Temp_D710-AK1680_filtered_r1r2combined.fastq.gz	512102	king_penguin.2	Chordata	Aves	Spheniscidae	Aptenodytes	Metazoa	Sphenisciformes	Aptenodytes patagonicus	King penguin	flightless					
Sarcoramphus_papa	13114.song.53.s010	13114	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined.fastq.gz	18114500	king_vulture.1	Chordata	Aves	Cathartidae	Sarcorhamphus	Metazoa	Accipitriformes	Sarcorhamphus papa	King vulture	flighted	"terrestrial, flight"	carnivore			
Sarcoramphus_papa	11166.NATL.24241.vulture	11166	Sarcoramphus-papa_S_S_Temp_D705-AK1682_filtered_r1r2combined	Sarcoramphus-papa_S_S_Temp_D705-AK1682_filtered_r1r2combined.fastq.gz	108823702	king_vulture.2	Chordata	Aves	Cathartidae	Sarcoramphus	Metazoa	Ciconiiformes	Sarcoramphus papa	king vulture	flighted					
Sarcoramphus_papa	11166.NATL.24684.vulture	11166	Sarcoramphus-papa_S_S_Temp_D705-AK1780_filtered_r1r2combined	Sarcoramphus-papa_S_S_Temp_D705-AK1780_filtered_r1r2combined.fastq.gz	38085292	king_vulture.3	Chordata	Aves	Cathartidae	Sarcoramphus	Metazoa	Ciconiiformes	Sarcoramphus papa	king vulture	flighted					
Potos_flavus	13881.SAMEA6809571	13881	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3539538	kinkajou.1	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos flavus	kinkajou				Costa Rica		feces
Apteryx_australis	11166.NATL.25048.kiwi	11166	Apteryx-mantelli_S_S_Temp_D705-AK1546_filtered_r1r2combined	Apteryx-mantelli_S_S_Temp_D705-AK1546_filtered_r1r2combined.fastq.gz	46662966	kiwi.1	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx australis	kiwi	flightless					
Apteryx_australis	11166.NATL.25056.kiwi	11166	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2combined	Apteryx-mantelli_S_S_Temp_D706-AK1682_filtered_r1r2combined.fastq.gz	61910738	kiwi.2	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx australis	kiwi	flightless					
Phascolarctos_cinereus	13881.SAMEA6809519	13881	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6457290	koala.1	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	koala				Australia		feces
Phascolarctos_cinereus	13881.SAMEA6809588	13881	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4640048	koala.2	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	koala				Austria		feces
Ardeotis_kori	13114.song.53.s005	13114	Ardeotis-kori_Song53_24073_host_filtered_r1r2combined	Ardeotis-kori_Song53_24073_host_filtered_r1r2combined.fastq.gz	26749058	kori_bustard.1	Chordata	Aves	Otididae	Ardeotis	Metazoa	Otidiformes	Ardeotis kori	Kori bustard	flighted	"terrestrial, flight"	omnivore			
Equus_hemionus	13881.SAMEA6809601	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3480138	kulan.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	kulan				Mongolia		feces
Equus_hemionus	13881.SAMEA6809453	13881	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12198888	kulan.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	kulan				Mongolia		feces
Falco_biarmicus	11166.ATL.24548.falcon	11166	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2combined	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2combined.fastq.gz	67185548	lanner_falcon.1	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco biarmicus	Lanner falcon	flighted					
