SampleID	SampleID2	sample_name2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
Homo_sapiens	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809428	13881	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2601868	2601668	human.4	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	human	
Leuciscus_idus	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809503	13881	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	739558	738510	ide.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus_idus	Leuciscus_waleckii	Leuciscus_idus	Ide	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Aepyceros_melampus	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809571	13881	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16990650	16987602	impala.1	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala	NA	NA	herbivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Aepyceros_melampus	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809573	13881	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16545912	16510978	impala.2	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala	NA	NA	herbivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Podarcis_siculus	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809450	13881	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409398	1409298	italian_wall_lizard.1	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis_siculus	Podarcis_muralis	Podarcis_siculus	Italian_wall_lizard	NA	NA	carnivore	Croatia	NA	feces	insectivore	carnivore	wild	
Potos_flavus	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809525	13881	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4472346	3539538	kinkajou.1	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos_flavus	Potos_flavus	Potos_flavus	kinkajou	NA	NA	omnivore	CostaRica	NA	feces	omnivore_frugivore	omnivore	wild	
Phascolarctos_cinereus	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809480	13881	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6458236	6457290	koala.1	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala	NA	NA	herbivore	Australia	NA	feces	herbivore	herbivore	wild	
Phascolarctos_cinereus	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809541	13881	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4640120	4640048	koala.2	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive	
Equus_hemionus	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809549	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3481446	3480138	kulan.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild	
Equus_hemionus	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809613	13881	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12199318	12198888	kulan.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild	
Eptesicus_sagittula	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809479	13881	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064694	2064454	large_forest_bat.1	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus_sagittula	Eptesicus_fuscus	Eptesicus_sagittula	large_forest_bat	NA	NA	carnivore	Australia	NA	feces	insectivore	carnivore	wild	
Mustela_nivalis	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809546	13881	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3799104	380920	least_weasel.1	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel	NA	NA	carnivore	Austria	NA	gut	carnivore	carnivore	wild	
Mustela_nivalis	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809547	13881	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9294194	923614	least_weasel.2	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel	NA	NA	carnivore	Austria	NA	gut	carnivore	carnivore	wild	
Panthera_pardus	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809574	13881	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9249596	5038598	leopard.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_pardus	Panthera_pardus	Panthera_pardus	leopard	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Crocidura_suaveolens	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809628	13881	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2657886	2645224	lesser_white-toothed_shrew.1	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura_suaveolens	Crocidura_indochinensis	Crocidura_suaveolens	Lesser_white-toothed_shrew	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Panthera_leo	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809575	13881	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8762536	1201442	lion.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Panthera_leo	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809576	13881	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2534876	2525402	lion.2	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Asio_otus	Asio-otus_SAMEA6809369.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809369	13881	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7877126	2169026	long-eared_owl.1	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio_otus	Bubo_bubo	Asio_otus	long-eared_owl	NA	NA	carnivore	Hungary	NA	feces	carnivore	carnivore	wild	
Anas_platyrhynchos	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809523	13881	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5198934	2500022	mallard.1	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_platyrhynchos	Anas_platyrhynchos	Anas_platyrhynchos	mallard	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild	
Vipera_ursinii	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809597	13881	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3875756	3875236	meadow_viper.1	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper	NA	NA	carnivore	Hungary	NA	feces	insectivore	carnivore	wild	
Vipera_ursinii	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809630	13881	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6878300	6876870	meadow_viper.2	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper	NA	NA	carnivore	Hungary	NA	feces	insectivore	carnivore	wild	
Tamandua_mexicana	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809529	13881	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2662872	2646056	mexican_collared_anteater.1	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater	NA	NA	carnivore	Colombia	NA	feces	insectivore	carnivore	wild	
Tamandua_mexicana	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809530	13881	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503250	2503014	mexican_collared_anteater.2	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater	NA	NA	carnivore	Colombia	NA	feces	insectivore	carnivore	wild	
Crocodylus_moreletii	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809562	13881	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3420982	2052906	morelet's_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_moreletii	Crocodylus_porosus	Crocodylus_moreletii	Morelet's_crocodile	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	captive	
Ovis_aries	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809605	13881	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14379084	4533908	mouflon.1	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis_aries_musimon	Ovis_aries_musimon	Ovis_aries	mouflon	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive	
Cygnus_olor	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809462	13881	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17074188	1549510	mute_swan.1	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus_olor	Cygnus_olor	Cygnus_olor	mute_swan	NA	NA	omnivore	Hungary	NA	feces	herbivore	herbivore	wild	
Crocodylus_niloticus	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809569	13881	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6038748	2615290	nile_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_niloticus	Crocodylus_porosus	Crocodylus_niloticus	Nile_crocodile	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild	
Nyctalus_noctula	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809364	13881	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10568116	2850750	noctule.1	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule	NA	NA	carnivore	Hungary	NA	gut	insectivore	carnivore	wild	
Nyctalus_noctula	Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809452	13881	Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3337126	3221442	noctule.2	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild	
Delichon_urbicum	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809453	13881	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5516114	5514822	northern_house-martin.1	Chordata	Aves	Hirundinidae	Delichon	Metazoa	Passeriformes	Delichon_urbicum	Hirundo_rustica	Delichon_urbicum	Northern_house-martin	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild	
Esox_lucius	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809640	13881	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2801454	2800904	northern_pike.1	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Esox_lucius	Esox-lucius_SAMEA6809641.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809641	13881	Esox-lucius_SAMEA6809641.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2292216	2252100	northern_pike.2	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Tupaia_belangeri	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809393	13881	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2198702	2191054	northern_tree_shrew.1	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	captive	
Tupaia_belangeri	Tupaia-belangeri_SAMEA6809395.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809395	13881	Tupaia-belangeri_SAMEA6809395.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9954630	4020604	northern_tree_shrew.2	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	captive	
Equus_hemionus	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809357	13881	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1894502	1894204	onager.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus	Equus_asinus	Equus_hemionus	onager	NA	NA	herbivore	Iran	NA	feces	herbivore	herbivore	wild	
Equus_hemionus	Equus-hemionus_SAMEA6809371.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809371	13881	Equus-hemionus_SAMEA6809371.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5647388	5646234	onager.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus	Equus_asinus	Equus_hemionus	onager	NA	NA	herbivore	Iran	NA	feces	herbivore	herbivore	wild	
Sus_scrofa	Sus-scrofa_SAMEA6809374.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809374	13881	Sus-scrofa_SAMEA6809374.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503660	2492470	pig.2	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig	NA	NA	omnivore	Austria	NA	feces	omnivore_insectivore	omnivore	wild	
Sus_scrofa	Sus-scrofa_SAMEA6809386.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809386	13881	Sus-scrofa_SAMEA6809386.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6128208	6126938	pig.3	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig	NA	NA	omnivore	Austria	NA	feces	omnivore_insectivore	omnivore	captive	
Lepus_tolai	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809582	13881	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2137940	2137584	pika.1	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus_tolai	Lepus_timidus_	Lepus_tolai	Pika	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild	
Sander_lucioperca	Sander-lucioperca_SAMEA6809460.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809460	13881	Sander-lucioperca_SAMEA6809460.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19511056	19454692	pike-perch.1	Chordata	Actinopterygii	Percidae	Sander	Metazoa	Perciformes	Sander_lucioperca	Sander_lucioperca	Sander_lucioperca	pike-perch	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Equus_przewalskii	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809560	13881	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10845814	10845150	przewalski_horse.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_przewalskii	Equus_przewalskii	Equus_przewalskii	Przewalski_horse	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild	
Equus_przewalskii	Equus-przewalskii_SAMEA6809561.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809561	13881	Equus-przewalskii_SAMEA6809561.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3939198	3939088	przewalski_horse.3	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_przewalskii	Equus_przewalskii	Equus_przewalskii	Przewalski_horse	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive	
Nycticebus_pygmaeus	Nycticebus-pygmaeus_SAMEA6809443.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809443	13881	Nycticebus-pygmaeus_SAMEA6809443.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3398992	3197468	pygmy_slow_loris.1	Chordata	Mammalia	Lorisidae	Nycticebus	Metazoa	Primates	Nycticebus_pygmaeus	Nycticebus_coucang	Nycticebus_pygmaeus	pygmy_slow_loris	NA	NA	omnivore	VietNam	NA	feces	omnivore_gummivore	omnivore	wild	
Nycticebus_pygmaeus	Nycticebus-pygmaeus_SAMEA6809444.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809444	13881	Nycticebus-pygmaeus_SAMEA6809444.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5192278	5117086	pygmy_slow_loris.2	Chordata	Mammalia	Lorisidae	Nycticebus	Metazoa	Primates	Nycticebus_pygmaeus	Nycticebus_coucang	Nycticebus_pygmaeus	pygmy_slow_loris	NA	NA	omnivore	VietNam	NA	feces	omnivore_gummivore	omnivore	wild	
Equus_burchellii	Equus-burchellii_SAMEA6809586.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809586	13881	Equus-burchellii_SAMEA6809586.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14705620	14694196	quagga.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_burchellii_quagga	Equus_asinus	Equus_burchellii	Quagga	NA	NA	herbivore	Tanzania	NA	feces	herbivore	herbivore	wild	
Equus_burchellii	Equus-burchellii_SAMEA6809593.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809593	13881	Equus-burchellii_SAMEA6809593.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9419308	9418480	quagga.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_burchellii_quagga	Equus_asinus	Equus_burchellii	Quagga	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive	
Oryctolagus_cuniculus	Oryctolagus-cuniculus_SAMEA6809437.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809437	13881	Oryctolagus-cuniculus_SAMEA6809437.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10153532	10128850	rabbit.1	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	Oryctolagus_cuniculus	rabbit	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive	
Oryctolagus_cuniculus	Oryctolagus-cuniculus_SAMEA6809522.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809522	13881	Oryctolagus-cuniculus_SAMEA6809522.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4235074	1539972	rabbit.2	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	Oryctolagus_cuniculus	rabbit	NA	NA	herbivore	Austria	NA	gut	herbivore	herbivore	wild	
Oryctolagus_cuniculus	Oryctolagus-cuniculus_SAMEA6809559.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809559	13881	Oryctolagus-cuniculus_SAMEA6809559.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1109956	851212	rabbit.3	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	Oryctolagus_cuniculus	rabbit	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	wild	
Procyon_lotor	Procyon-lotor_SAMEA6809526.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809526	13881	Procyon-lotor_SAMEA6809526.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2581418	2579900	raccoon.1	Chordata	Mammalia	Procyonidae	Procyon	Metazoa	Carnivora	Procyon_lotor	Procyon_lotor	Procyon_lotor	raccoon	NA	NA	omnivore	CostaRica	NA	feces	carnivore	carnivore	wild	
Nyctereutes_procyonoides	Nyctereutes-procyonoides_SAMEA6809373.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809373	13881	Nyctereutes-procyonoides_SAMEA6809373.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2230466	2191706	raccoon_dog.2	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes_procyonoides	Vulpes_lagopus	Nyctereutes_procyonoides	raccoon_dog	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild	
Nyctereutes_procyonoides	Nyctereutes-procyonoides_SAMEA6809491.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809491	13881	Nyctereutes-procyonoides_SAMEA6809491.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4791628	3063816	raccoon_dog.3	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes_procyonoides	Vulpes_lagopus	Nyctereutes_procyonoides	raccoon_dog	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild	
Oncorhynchus_mykiss	Oncorhynchus-mykiss_SAMEA6809413.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809413	13881	Oncorhynchus-mykiss_SAMEA6809413.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	858378	852968	rainbow_trout.1	Chordata	Actinopterygii	Salmonidae	Oncorhynchus	Metazoa	Salmoniformes	Oncorhynchus_mykiss	Oncorhynchus_mykiss	Oncorhynchus_mykiss	rainbow_trout	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild	
Cervus_elaphus	Cervus-elaphus_SAMEA6809429.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809429	13881	Cervus-elaphus_SAMEA6809429.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7827332	7826090	red_deer.1	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus_elaphus	Cervus_elaphus_hippelaphus	Cervus_elaphus	red_deer	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	wild	
Vulpes_vulpes	Vulpes-vulpes_SAMEA6809362.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809362	13881	Vulpes-vulpes_SAMEA6809362.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2606932	2315216	red_fox.1	Chordata	Mammalia	Canidae	Vulpes	Metazoa	Carnivora	Vulpes_vulpes	Vulpes_vulpes	Vulpes_vulpes	red_fox	NA	NA	omnivore	Germany	NA	feces	omnivore	omnivore	wild	
Vulpes_vulpes	Vulpes-vulpes_SAMEA6809599.ebi_filtered_r1r2interleaved_sampleinterleaved	13881.SAMEA6809599	13881	Vulpes-vulpes_SAMEA6809599.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2489324	2483484	red_fox.2	Chordata	Mammalia	Canidae	Vulpes	Metazoa	Carnivora	Vulpes_vulpes	Vulpes_vulpes	Vulpes_vulpes	red_fox	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild	
