SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Myodes-glareolus_Mousseau88_FIN_K96_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.86	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K100_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.63	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K102_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.64	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K104_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.65	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K106_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.66	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K107_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.67	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K109_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.68	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_K121_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.69	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_523_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.87	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_527_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.88	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_528_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.89	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_531_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.90	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_532_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.91	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_536_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.92	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_538_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.93	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_541_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.94	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_542_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.95	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_544_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.96	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_553_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.97	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_564_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.98	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_569_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.99	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_570_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.100	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_596_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.101	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_620_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.102	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_639_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.103	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_640_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.104	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_656_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.105	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_657_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.106	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_683_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.107	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_685_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.108	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_687_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.109	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_USC_689_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.110	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Giraffa-camelopardalis_Song51_24059_host_filtered_r1r2combined	Chordata	Mammalia	Giraffidae	Giraffa	Metazoa	Artiodactyla	Giraffa camelopardalis reticulata	giraffe.1	Giraffa camelopardalis reticulata	Giraffa_camelopardalis	Giraffe	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Nyctereutes-procyonoides_Song51_24065_host_filtered_r1r2combined	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes procyonoides	raccoon_dog.1	Vulpes lagopus	Nyctereutes_procyonoides	Raccoon dog	flightless	"terrestrial, flightless"	carnivore	USA			omnivore	omnivore		
Diceros-bicornis_Song51_24081_host_filtered_r1r2combined	Chordata	Mammalia	Rhinocerotidae	Diceros	Metazoa	Perissodactyla	Diceros bicornis michaeli	eastern_black_rhinoceros.1	Diceros bicornis michaeli	Diceros_bicornis	Eastern black rhinoceros	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Lemur-catta_Song51_24592_host_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ringtailed_lemur.1	Lemur catta	Lemur_catta	Ringtailed lemur	flightless	"terrestrial, flightless"	herbivore	USA			omnivore	omnivore		
Tamandua-tetradactyla_Song51_24661_host_filtered_r1r2combined	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua tetradactyla	southern_tamandua.1	Tamandua tetradactyla	Tamandua_tetradactyla	Southern tamandua	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Hypogeomys-antinena_Song51_24675_host_filtered_r1r2combined	Chordata	Mammalia	Nesomyidae	Hypogeomys	Metazoa	Rodentia	Hypogeomys antimena	malagasy_giant_rat.1	Cricetomys gambianus	Hypogeomys_antimena	Malagasy giant rat	flightless	"terrestrial, flightless"	omnivore	USA			herbivore	herbivore		
Melursus-ursinus_Song51_24710_host_filtered_r1r2combined	Chordata	Mammalia	Ursidae	Melursus	Metazoa	Carnivora	Melursus ursinus	sloth_bear.1	Ailuropoda melanoleuca	Melursus_ursinus	Sloth bear	flightless	"terrestrial, flightless"	omnivore	USA			carnivore	carnivore		
Equus-ferus_Song51_24711_host_filtered_r1r2combined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus ferus przewalskii	przewalski_horse.1	Equus ferus przewalskii	Equus_przewalskii	Przewalski horse	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Helogale-parvula_Song51_24713_host_filtered_r1r2combined	Chordata	Mammalia	Herpestidae	Helogale	Metazoa	Carnivora	Helogale parvula	dwarf_mongoose.1	Helogale parvula	Helogale_parvula	Dwarf mongoose	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Felis-margarita_Song51_24733_host_filtered_r1r2combined	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis margarita	sand_cat.1	Felis margarita	Felis_margarita	Sand cat	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Tolypeutes-matacus_Song51_24740_host_filtered_r1r2combined	Chordata	Mammalia	Chlamyphoridae	Tolypeutes	Metazoa	Cingulata	Tolypeutes matacus	southern_three-banded_armadillo.1	Tolypeutes matacus	Tolypeutes_matacus	Southern three-banded armadillo	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Mungos-mungo_Song51_24742_host_filtered_r1r2combined	Chordata	Mammalia	Herpestidae	Mungos	Metazoa	Carnivora	Mungos mungo	banded_mongoose.1	Mungos mungo	Mungos_mungo	Banded mongoose	flightless	"terrestrial, flightless"	carnivore	USA			herbivore	herbivore	captive	
Callosciurus-prevosti_Song51_24754_host_filtered_r1r2combined	Chordata	Mammalia	Sciuridae	Callosciurus	Metazoa	Rodentia	Callosciurus prevostii	prevost's_squirrel.1	Sciurus vulgaris	Callosciurus_prevostii	Prevost's squirrel	flightless	"terrestrial, flightless"	omnivore	USA			frugivore	herbivore		
Echinops-telfairi_Song51_24758_host_filtered_r1r2combined	Chordata	Mammalia	Tenrecomorpha	Echinops	Metazoa	Afrosoricida	Echinops telfairi	lesser_hedgehog_tenrec.1	Echinops telfairi	Echinops_telfairi	Lesser hedgehog tenrec	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Mandrillus-leucophaeus_Song51_24991_host_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Mandrillus	Metazoa	Primates	Mandrillus leucophaeus	drill.1	Mandrillus leucophaeus	Mandrillus_leucophaeus	Drill	flightless	"terrestrial, flightless"	omnivore	USA			frugivore	herbivore		
Gorilla-gorilla_Song51_25120_host_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla gorilla	western_gorilla.1	Gorilla gorilla gorilla	Gorilla_gorilla	Western gorilla	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Equus-burchellii_Song51_25122_host_filtered_r1r2combined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus burchellii	zebra.1	Equus ferus przewalskii	Equus_burchellii	Zebra	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Loxodonta-africana_Song51_25124_host_filtered_r1r2combined	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana africana	southern_african_bush_elephant.1	Loxodonta africana africana	Loxodonta_africana	Southern African bush elephant	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined	Chordata	Mammalia	Choloepodidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	hoffmann's_two-toed_sloth.1	Choloepus hoffmanni	Choloepus_hoffmanni	Hoffmann's two-toed sloth	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Myrmecophaga-tridactyla_Song51_25184_host_filtered_r1r2combined	Chordata	Mammalia	Myrmecophagidae	Myrmecophaga	Metazoa	Pilosa	Myrmecophaga tridactyla	giant_anteater.1	Myrmecophaga tridactyla	Myrmecophaga_tridactyla	Giant anteater	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Varanus-albigularis_Song52_24048_host_filtered_r1r2combined	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus albigularis	black-throated_monitor.1	Varanus komodoensis	Varanus_albigularis	Black-throated monitor	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined	Chordata	Reptilia	Testudinidae	Aldabrachelys	Metazoa	Testudines	Aldabrachelys gigantea	aldabra_giant_tortoise.1	Chelonoidis abingdonii	Aldabrachelys_gigantea	Aldabra giant tortoise	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore	captive	
Ophisaurus-apodus_Song52_24080_host_filtered_r1r2combined	Chordata	Reptilia	Anguidae	Ophisaurus	Metazoa	Squamata	Ophisaurus apodus	glass_lizard.1	Varanus komodoensis	Pseudopus_apodus	Glass lizard	flightless	"terrestrial, flightless"	omnivore	USA			carnivore	carnivore		
Geochelone-radiata_Song52_24663_host_filtered_r1r2combined	Chordata	Reptilia	Testudinidae	Geochelone	Metazoa	Testudines	Geochelone radiata	radiated_tortoise.1	Chelonoidis abingdonii	Astrochelys_radiata	Radiated tortoise	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Varanus-acanthurus_Song52_25032_host_filtered_r1r2combined	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus acanthurus acanthurus	spiny-tailed_monitor.1	Varanus komodoensis	Varanus_acanthurus	Spiny-tailed monitor	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Pyxis-arachnoides_Song52_25039_host_filtered_r1r2combined	Chordata	Reptilia	Testudinidae	Pyxis	Metazoa	Testudines	Pyxis arachnoides	spider_tortoise.1	Chelonoidis abingdonii	Pyxis_arachnoides	Spider tortoise	flightless	"terrestrial, flightless"	herbivore	USA			omnivore	omnivore		
Eunectes-murinus_Song52_25041_host_filtered_r1r2combined	Chordata	Reptilia	Boidae	Eunectes	Metazoa	Squamata	Eunectes murinus	green_anaconda.1	Python bivittatus	Eunectes_murinus	Green anaconda	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined	Chordata	Reptilia	Alligatoridae	Alligator	Metazoa	Crocodilia	Alligator mississippiensis	american_alligator.1	Alligator mississippiensis	Alligator_mississippiensis	American alligator	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore	captive	
Rhacodactylus-leachianus_Song52_25064_host_filtered_r1r2combined	Chordata	Reptilia	Diplodactylidae	Rhacodactylus	Metazoa	Squamata	Rhacodactylus leachianus	new_caledonian_giant_gecko.1	Gekko japonicus	Rhacodactylus_leachianus	New Caledonian giant gecko	flightless	"terrestrial, flightless"	omnivore	USA			omnivore	omnivore		
Uroplatus-lineatus_Song52_25073_host_filtered_r1r2combined	Chordata	Reptilia	Gekkonidae	Uroplatus	Metazoa	Squamata	Uroplatus lineatus	lined_flat-tail_gecko.1	Gekko japonicus	Uroplatus_lineatus	Lined flat-tail gecko	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Crocodylus-rhombifer_Song52_25079_host_filtered_r1r2combined	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodilia	Crocodylus rhombifer	cuban_crocodile.1	Crocodylus porosus	Crocodylus_rhombifer	Cuban crocodile	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Lepidobatrachus-asper_Song52_25144_host_filtered_r1r2combined	Chordata	Amphibia	Ceratophyridae	Lepidobatrachus	Metazoa	Anura	Lepidobatrachus asper	paraguay_horned_frog.1	Rhinella marina	Lepidobatrachus_laevis	Paraguay horned frog	flightless	"terrestrial, flightless"	omnivore	USA			insectivore	carnivore		
Ceratobatrachus-guentheri_Song52_25150_host_filtered_r1r2combined	Chordata	Amphibia	Ceratobatrachidae	Ceratobatrachus	Metazoa	Anura	Cornufer guentheri	solomon_ssland_leaf_frog.1	 Pyxicephalus adspersus	Cornufer_guentheri	Solomon Ssland leaf frog	flightless	"terrestrial, flightless"	omnivore	USA			carnivore	carnivore		
Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined	Chordata	Amphibia	Bufonidae	Pedostibes	Metazoa	Anura	Pedostibes hosii	climbing_toad.1	Rhinella marina	Pedostibes_hosii	Climbing toad	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Trachycephalus-resinifictrix_Song52_25162_host_filtered_r1r2combined	Chordata	Amphibia	Hylidae	Trachycephalus	Metazoa	Anura	Trachycephalus resinifictrix	misson_golden-eyed_tree_frog.1	Rhinella marina	Trachycephalus_resinifictrix	Misson golden-eyed tree frog	flightless	"terrestrial, flightless"	insectivore	USA			insectivore	carnivore		
Struthio-camelus_Song53_24049_host_filtered_r1r2combined	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio camelus	ostrich.1	Struthio camelus	Struthio_camelus	Ostrich	flightless	"terrestrial, flightless"	omnivore	USA			herbivore	herbivore		
Rhyticeros-undulatus_Song53_24055_host_filtered_r1r2combined	Chordata	Aves	Bucerotidae	Rhyticeros	Metazoa	Bucerotiformes	Rhyticeros undulatus	wreathed_hornbill.1	Buceros rhinoceros silvestris	Rhyticeros_undulatus	Wreathed hornbill	flighted	"terrestrial, flight"	omnivore	USA			"omnivore, frugivore"	omnivore		
Chrysolophus-pictus_Song53_24060_host_filtered_r1r2combined	Chordata	Aves	Phasianidae	Chrysolophus	Metazoa	Galliformes	Chrysolophus pictus	golden_pheasant.1	Chrysolophus pictus	Chrysolophus_pictus	Golden pheasant	flighted	"terrestrial, flight"	omnivore	USA			omnivore	omnivore		
Struthio-camelus_Song53_24061_host_filtered_r1r2combined	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio camelus	ostrich.2	Struthio camelus	Struthio_camelus	Ostrich	flightless	"terrestrial, flightless"	omnivore	USA			herbivore	herbivore		
Ardeotis-kori_Song53_24073_host_filtered_r1r2combined	Chordata	Aves	Otididae	Ardeotis	Metazoa	Otidiformes	Ardeotis kori	kori_bustard.1	Ardeotis kori	Ardeotis_kori	Kori bustard	flighted	"terrestrial, flight"	omnivore	USA			omnivore	omnivore		
Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	cassowary.1	Casuarius casuarius	Casuarius_casuarius	Cassowary	flightless	"terrestrial, flightless"	frugivore	USA			frugivore	herbivore		
Dromaius-novaehollandiae_Song53_24100_host_filtered_r1r2combined	Chordata	Aves	Casuariidae	Dromaius	Metazoa	Casuariiformes	Dromaius novaehollandiae	emu.1	Dromaius novaehollandiae	Dromaius_novaehollandiae	Emu	flightless	"terrestrial, flightless"	omnivore	USA			carnivore	carnivore		
Rhea-americana_Song53_24102_host_filtered_r1r2combined	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	rhea.1	Rhea americana	Rhea_americana	Rhea	flightless	"terrestrial, flightless"	omnivore	USA			omnivore	omnivore		
Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined	Chordata	Aves	Anatidae	Dendrocygna	Metazoa	Anseriformes	Dendrocygna viduata	white-faced_whistling_duck.1	Branta canadensis	Dendrocygna_viduata	White-faced whistling duck	flighted	"terrestrial, flight"	omnivore	USA			herbivore	herbivore		
Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined	Chordata	Aves	Cathartidae	Sarcorhamphus	Metazoa	Accipitriformes	Sarcoramphus papa	king_vulture.1	Cathartes aura	Sarcoramphus_papa	King vulture	flighted	"terrestrial, flight"	carnivore	USA			scavenger	carnivore		
Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined	Chordata	Aves	Accipitridae	Torgos	Metazoa	Accipitriformes	Torgos tracheliotus	lappet_faced_vulture.1	Haliaeetus leucocephalus	Torgos_tracheliotos	Lappet faced vulture	flighted	"terrestrial, flight"	carnivore	USA			carnivore	carnivore		
Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined	Chordata	Aves	Numididae	Acryllium	Metazoa	Galliformes	Acryllium vulturinum	vulturine_guineafowl.1	Numida meleagris	Acryllium_vulturinum	Vulturine guineafowl	flighted	"terrestrial, flight"	omnivore	USA			omnivore	omnivore		
Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx mantelli	brown_kiwi.1	Apteryx mantelli	Apteryx_australis	Brown kiwi	flightless	"terrestrial, flightless"	omnivore	USA			insectivore	carnivore		
Grus-americana_Song53_25014_host_filtered_r1r2combined	Chordata	Aves	Gruidae	Grus	Metazoa	Gruiformes	Grus americana	whooping_crane.1	Grus americana	Grus_americana	Whooping crane	flighted	"terrestrial, flight"	omnivore	USA			"carnivore, omnivore"	omnivore		
Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	cassowary.2	Casuarius casuarius	Casuarius_casuarius	Cassowary	flightless	"terrestrial, flightless"	frugivore	USA			frugivore	herbivore		
Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined	Chordata	Mammalia	Mustelidae	Pteronura	Metazoa	Carnivora	Pteronura brasiliensis	giant_otter.1	Pteronura brasiliensis	Pteronura_brasiliensis	Giant otter	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore		
Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx cinerea	asian_small-clawed_otter.1	Lontra canadensis	Aonyx_cinerea	Asian small-clawed otter	flightless	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore	captive	
Trichechus-manatus_Song75_ace_host_filtered_r1r2combined	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus manatus latirostris	florida_manatee.1	Trichechus manatus latirostris	Trichechus_manatus	Florida manatee	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus manatus latirostris	florida_manatee.2	Trichechus manatus latirostris	Trichechus_manatus	Florida manatee	flightless	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore		
Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis longissimus	aesculapian_snake.1	Pantherophis guttatus	Zamenis_longissimus	Aesculapian_Snake				Austria		feces	carnivore	carnivore		
Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus caffer	african_buffalo.1	Syncerus caffer	Syncerus_caffer	African buffalo				Tanzania		feces	herbivore	herbivore		
Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	african_savanna_elephant.1	Loxodonta africana	Loxodonta_africana	African savanna elephant				Austria		feces	herbivore	herbivore		
